Question,Response,Article Link
How can I track the time spent on a project or a client?,"Punch in by selecting project or client. 

If you have been assigned a project or client, then whenever you are punching in, you will get an option to select the project or client from the drop down and hit confirm. 



It works just as a regular punch in and now you can select the project or client you are working from the dropdown menu. 



There are 3 ways you can track the work hours spend on projects or clients



1) Timesheet report - it will then reflect specific the project value in the report. 









2) Project report: You can track the client billables based on the hourly rate that you have added for a specific client and the total hours worked each day. 









3) Project Tracking: You can have an amazing infographic view of the projects or employee hours. Just open the dashboard and head to time tracking --> project tracking. 







You can view time spend on different projects by selecting them from the drop down menu.



If you want to check the work hours of employee on different projects, select ""Employee view"" and you can get a complete breakdown of the hours. 





Here is a quick video for your reference:



",https://attendancebot.freshdesk.com/a/solutions/articles/17000051253
How do I edit or delete punch in/out time for employees?,"For editing an employee's punch in/out timings, you can follow these steps:



1. Simply head to the Edit Timesheet tab on the dashboard. Specify the date range, and select the employee name from the drop down and hit submit.





2. Pick the date you wish to make the edit, and click on the ""Expand"" option for the particular punch you want to update. Click on the pencil icon to edit the punches





3. Now update the punches here as per your requirements and hit ""save""







Note: Please note employees will be able to update the punches, only if the admin has enabled ""Allowed self editing of punches"" 





To delete the punches - You can delete the punches by clicking on the ""Delete"" icon next to the punch time



",https://attendancebot.freshdesk.com/a/solutions/articles/17000118260
How can I edit my punch in/out time as an employee in Slack?,"If the admin has enabled the setting to edit punches by the team, you can edit it using the settings panel. 



1. Just type “edit punches” via DM to AttendanceBot and follow the URL prompted





2. Once you are on the dashboard, head to the ""Your Timesheet"" section —> select the date and click on the ""Expand” option.





3. Click on the pencil icon to edit the punches



4. Now update the punches here as per your requirements and hit ""save""









That’s it! You have edited your timesheet :)



Note: 

If you are the admin of the account and wish to edit the punches for your employee, click here for the steps. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000121302
How do I get the summary or report of my time in office?,"For employees

To get the summary for today, type ""timesheet"" and you would get a punch logs for the current day. 



To get the a report of your time in office for the current and previous month say, ""timesheet report"" and you would get a CSV report that you can download a review.





You can generate a report for a specific time period by appending the date range to the report command. Example - ""Timesheet Report 1/3 to 2/10"".



Managers:

You can type in the command ""Report"" and select the report type as Timesheet Report/Timesheet Summary Report, select the relevant details and hit ""Confirm"".



You can download a CSV report with the timesheet data



Note:

To download a report for work hours for a specific project or a client, just follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118258
How do I generate payroll report in Slack?,"Managers can download the report by simply typing the command 'report' as a direct message to the app. 



1) Select the report type as ""Payroll Report"" or ""Payroll Summary Report"" from the drop down and add the relevant details like duration, employees and hit ""Confirm"".





2. Admins can also type 'payroll report', select the department and get a day by day hourly summary of everyone in the org along with their total hours in the payroll period. 













You can also provide an optional date range like 'payroll report from 1st Nov to 14th Nov' for specific duration 



3. The report would look something like this: 







We are also happy to customise your team's payroll report. Just type 'dialm' and get in touch with our customer success team.



Note:

To generate leave report for your team, you can follow this article

",https://attendancebot.freshdesk.com/a/solutions/articles/17000063992
"Can AttendanceBot announce In/Out, breaks/lunch on Slack channel?","Oh absolutely! Start by inviting AttendanceBot to a channel by /invite @attendancebot in that channel. 



1. To create announcements for all punches, just click on this link





Now, select the option of ""In/Out Notifications"" and hit ""save changes""





2. To notify people about their team status i.e if they are on break, having lunch, you can similarly set up punch card. You can announce punch card on the channel at a specific time of the day.





Note:

To setup different channel notifications in your Slack, follow this article",https://attendancebot.freshdesk.com/a/solutions/articles/17000049835
Can I get an alert for every Punch In/Out of my reportee?,"Just open the AttendanceBot dashboard and head over the Notifications section -->Direct Notifications tab and click on Direct Notification Settings.



2. Enable the toggle for the ""Manager Notifications""







3. The alert would look something like this:



Note:

If you wish to announce the punches in the Slack channel, please follow this article. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000049834
How do I view the punch card of my team,"Just type 'punch card' for a realtime view of your team's punch status. 





Alternatively, managers can head to AttendanceBot dashboard and check the Punch Board tab to check the working status of their employees.





Note:

You can also set up realtime alerts to yourself as a manager or to a specific channel for punches 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000052710
Can I get reminded to punch in or out if I forget to do so?,"You can setup punch reminders using AttendanceBot dashboard for your team



You can specify the time for both punch in and punch out reminder. This reminder would go to all members of the Slack team at their respective local time.



Here is what a punch in reminder looks like.





To enable the punch reminder

1) Head to Settings-> Basic Settings and scroll down to the Time Settings.



2) Switch the toggle from ""Inactive"" to ""Active""





3) Click on the edit icon and add the punch in/out time. 









Note:

You can also choose to automatically punch out people (as opposed to simply reminding them of it by enabling and setting an ""Auto Punch Out"" time). 



Here's an article explaining how you can setup auto-punch out for your team

",https://attendancebot.freshdesk.com/a/solutions/articles/17000049838
Can I round my punch timings to the nearest 15 min?,"Surely, you can! Just head to your settings panel by typing 'settings' -->Time Tracking--> General Time Settings and find the ""Round to the nearest minute"" option and set it as per your requirement.









Once this is set, say to 15, any punch in or out time will be rounded to the nearest 15 min, so a punch in at 9:27 will become 9:30 and any punch out at 9:06 will become 9:00.",https://attendancebot.freshdesk.com/a/solutions/articles/17000063991
Can I auto-punch out my employees at a specific time?,"1. Auto punch out features allows the team administrator to automatically punch out everyone who is punched in for the day at a specific time.



2. To set this up, just type 'settings' and click on the settings panel link shared with you. Scroll down to the ""Time Tracking"" section and head to ""General Time Settings"". Switch the toggle ON for ""Auto punch-out time"" and update the value as per your requirement.



",https://attendancebot.freshdesk.com/a/solutions/articles/17000118262
How to update my Slack status with emojis?,"We all love setting up emojis next to your profile image. 

Here's how you can do that:



1) First, open the settings dashboard by typing ""Settings"" as a direct message to AttendanceBot and click on the URL prompted. Once you open the dashboard, please head to notifications tab --> direct notification settings. 



Toggle on ""Status update on punches"" and ""Status update on every leave""







2) Go to AttendanceBot app in your Slack workspace and type ""Status"" and click on ""Click here"" button to authorize AttendanceBot to update the Slack status. 



Now, whenever you punch in, there will an emoji updated next to your name



If you are working from home, it will look like this



Here is a quick video for the same:




",https://attendancebot.freshdesk.com/a/solutions/articles/17000131570
How can I avail time-off-in-lieu (TOIL)?,"Time off in lieu is where employers agree to give paid time off in lieu of overtime hours worked by employees instead of extra pay. 



Setting up Time-off-in-lieu



Head over to Settings -> Time Tracking -> Overtime and enable the set the toggle ON for “Time off in lieu (TOIL)"" option to allow team members to avail time off in lieu of overtime hours.



A new leave type “toil” will be created for your team. You can check it out by heading to ""leave types and quotas"" present under ""vacation management"" tab

Define the number of hours beyond which an employee starts working overtime hours by creating daily or weekly hours beyond which the extra hours will be banked in ""TOIL"" leave 



How do I apply for TOIL ?



Please type “apply”, select “toil”, and enter the duration you wish to apply time-off for. You can check out the TOIL balance between the brackets while applying leave



You can also check your TOIL balance by typing “balance” as a DM to AttendanceBot. 



",https://attendancebot.freshdesk.com/a/solutions/articles/17000112422
How to setup scheduled WFH and WFO days for your team?,"Work schedule helps you to setup defined WFH and WFO days of your hybrid team for your entire week. 

For eg: if your employee is expected to work every Mondays and Thursdays in office, you can automate it using the command ""schedule""



Here's how you can do that:



- Just ask your employees to type ""Schedule"" as a direct message and click on ""create new schedule"" 



- Select the WFH/WFO days as you want and click on ""Update schedule""







This also helps your team to know the availability and working location of the teammates.",https://attendancebot.freshdesk.com/a/solutions/articles/17000131569
How do I create open shifts for my team?,"An open shift is a template of a shift having a start-time and end-time, day of the week and an optional list of attributes. Create an open shift when you’d like an employee to pick up a shift instead of assigning it to a specific person. 



Open shifts are a good fit when:

You want to give employees the flexibility to pick shifts that work best for them.

Employees work part-time or do not have fixed working hours.



GETTING STARTED WITH OPEN SHIFTS



1. Head to the Shift Management page and click on the “Create Shift” button --> “Open shifts” --> create new 





2. Enter the shift name and select the shift time ""re-usable"" or ""Single use"" 

Re-usable shifts will allow you to repeat shifts multiple times based the weekdays 

Single use shifts are specific to the dates for which it has been created.









3. After picking up the shift type, you can add the shift timings, shift days, and shift attributes. Shift days and shift attributes are optional values. An open shift can be assigned to any person who fits the attribute criteria. If no attributes are set, anyone can be assigned to any open shift.







3. Attributes are people level custom fields like role, system knowledge, office, department etc. Once created, all available shifts are shown on the Shift Management page





4. To apply any open shift to an employee, click on “Assign” and select the employee to which you want to apply the shift. 





Once the shift is assign, AttendanceBot will notify the employee about it. 



Employees too can view the available shifts by typing “open shift”.





Employees can select an open shift on a specific date by clicking on “Choose”. Once they do, the open shift is assigned to the employee.





The managers are also notified when the employee assigns an open shift to themselves.





",https://attendancebot.freshdesk.com/a/solutions/articles/17000112956
Creating Department wise Open Shifts,"To create open shifts by department, you need to first create 'Departments' for your employees

Here's how you can do that:



Head to settings panel --> People --> Departments page. 

Click on the create button and ""Department"" will show up as a shift attribute while creating any new shift. 







How to create open shift:

Once the department is created, please head to the Shift Management --> create shifts --> Open Shifts section to create open shifts 







Click on ""Show"" next to employee filtering and pick ""Department"" as aa attribute category. Pick the department from the dropdown menu and click on ""Create open shift""

",https://attendancebot.freshdesk.com/a/solutions/articles/17000125039
How do I re-assign my shift with other teammate?,"A shift re-assignment is when one employee swaps their current shift date or time with other employee.



Here's how you can do that: 



1) Please type ""My shifts"" as a direct message to the app and look up for the shift you wish to re-assign. 



2) Click on the re-assign button, enter the reason for shift reassignment and pick the teammate you wish to re-assign the shift from the dropdown menu



3) The request will be sent to your manager for approval to which the manager can approve, deny or Assign it to someone else. 



If the shift re-assignment gets approved, you will be notified that your shift has been deleted. 



Important final note - shift reassignment can be turned off if you don't want employees requesting reassignment themselves - contact support if you need this change made.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000131564
How do I create shift alerts for my team?,"Quickly automate shift assignment and reassignment alerts using channel announcements.



Start by inviting AttendanceBot to a channel. In Slack, simply message @attendancebot in that channel. In Teams, find AttendanceBot in your apps again, click the dropdown next to ""open"" and choose ""add to a team."" This list will include both new teams and new channels to invite AttendanceBot to.



To enable and manage alerts, head to the Notification center of your dashboard; channel notifications will be the first page tab you see..

""Create New"" to see your notification options and select ‘Shift assignment alert’.






Select the channel to which you want to send out the notification - remember again that you must invite AttendanceBot to the channel before doing so.



Next, you will have three alert types that you can use to send out the notifications.
a. Self assignment alerts: whenever an employee assigns themselves a shift. To keep your team informed about the shifts being created.
b. Re-assignment alerts: whenever an employee reassigns a shift to another person.To keep the team informed whenever there are any changes done to the existing shifts. 
c. Shifts with Attributes: whenever a specific type of shift is assigned (for example overtime shifts or role-specific shifts).
",https://attendancebot.freshdesk.com/a/solutions/articles/17000131995
How to use AttendanceBot to calculate employee wage in Slack?,"You can easily set up Hourly Wage of an employee to automatically calculate their overall wage when you download the Timesheet or the Payroll Report. 



All you need to do is go to your dashboard's personnel section, select an employee and look for the ""Hourly Wage"" field. Just set the hourly wage here and leave the AttendanceBot to calculate the wage for your employees. 





The overall wage can be seen on the timesheet and payroll reports at the bottom. 



",https://attendancebot.freshdesk.com/a/solutions/articles/17000131997
How to calculate billing amount for billable Clients?,"AttendanceBot helps you to calculate the billing amount for a Client work by automatically calculating the total amount using the hourly rate of a client. 



AttendanceBot asks you to put in the hourly rate while creating a client. You just need to fill in the hourly rate and this would automatically calculate the billing amount for a client based on the number of hours tracked for that particular client.



You can check the client billable by downloading the Project Report.





To understand how to track time on projects or clients, head on this article. 

",https://attendancebot.freshdesk.com/a/solutions/articles/17000132880
How can I get help from AttendanceBot support?,"We're here to help! Our support team is entirely in-house to ensure you receive the best possible assistance.



- You can drop us an email at support@attendancebot.freshdesk.com or email our support lead directly at sarah@harmonizehq.com.



- If you want to raise a ticket, just send 'dialm' as a direct message to AttendanceBot and click on ""Open a ticket.""





Insider Secret: we built 'dialm' internally and our whole team will see your ticket in our Slack. We might not be able to respond immediately, but we'll start a ticket and reply as soon as we can!



- You can chat live with support using the bottom right chat bubble located on the AttendanceBot dashboard and our website.



- You can browse our full article database here in Freshdesk (also accessible from ""support"" in the dashboard).



- Our founders would love to talk to you! You can say share ideas and feedback with them at hi@harmonizehq.com.

",https://attendancebot.freshdesk.com/a/solutions/articles/17000118263
How do I integrate Jira?,"By integrating AttendanceBot and Jira, you can record and monitor time spent on Jira projects and tasks from directly in Slack or Microsoft Teams. AttendanceBot will automatically identify when new projects or tasks are created in JIRA, and create corollary projects that relevant employees will see when they clock time to a project in Slack/Teams. 



To integrate your Jira account, please head to the integrations tab on the settings dashboard and select Jira. All you'll need to do is enter your API key and sub domain and we'll handle the rest!

(You can find your API key by opening your Jira account --> manage account --> security --> create and manage API tokens)







After integration is successful, you'll have a choice to link JIRA projects or tasks with AttendanceBot project or subproject levels to automatically create and assign projects/tasks to your employees. 



If a project/task is created in JIRA, it is captured by AttendanceBot and any relevant team member clocking time to projects will have the new project/task available to log time in Slack simply by being created in JIRA.



To record time, they'll simply type ""in"" as a DM to AttendanceBot and select the pre-populated project and tasklist they are working on. To switch projects/tasks, another simple ""in"" is all they need, and to punch out entirely just a quick ""out"". 





Note: If you can't find the JIRA tab on your AttendanceBot dashboard, write us a note and we're happy to activate!

",https://attendancebot.freshdesk.com/a/solutions/articles/17000134396
